timestamp,Close,High,Low,Open,Volume
2016-06-20 08:00:00+00:00,111.06,111.55,110.82,111.55,6596.0
2016-06-20 09:00:00+00:00,111.06,111.06,111.06,111.06,300.0
2016-06-20 10:00:00+00:00,111.34,111.34,111.01,111.09,6500.0
2016-06-20 11:00:00+00:00,110.76,111.4,110.69,111.4,151549.0
2016-06-20 12:00:00+00:00,111.05,111.16,110.59,110.74,36843.0
2016-06-20 13:00:00+00:00,110.87,111.18,110.81,111.11,703068.0
2016-06-20 14:00:00+00:00,110.88,110.95,110.73,110.86,910441.0
2016-06-20 15:00:00+00:00,110.94,111.04,110.73,110.88,884121.0
2016-06-20 16:00:00+00:00,110.81,111.04,110.78,110.95,427678.0
2016-06-20 17:00:00+00:00,110.96,111.02,110.77,110.81,588078.0
2016-06-20 18:00:00+00:00,111.04,111.09,110.95,110.97,396865.0
2016-06-20 19:00:00+00:00,110.87,111.17,110.79,111.03,1782080.0
2016-06-20 20:00:00+00:00,110.59,110.87,110.59,110.78,2074569.0
2016-06-21 11:00:00+00:00,110.49,110.59,110.49,110.55,1405.0
2016-06-21 12:00:00+00:00,110.94,110.98,110.68,110.7,5274.0
2016-06-21 13:00:00+00:00,111.14,111.15,110.82,110.83,393145.0
2016-06-21 14:00:00+00:00,110.92,111.2,110.84,111.15,814735.0
2016-06-21 15:00:00+00:00,110.82,110.94,110.69,110.9,696087.0
2016-06-21 16:00:00+00:00,110.76,110.93,110.67,110.81,463820.0
2016-06-21 17:00:00+00:00,110.57,110.79,110.54,110.76,988536.0
2016-06-21 18:00:00+00:00,110.55,110.59,110.38,110.57,700894.0
2016-06-21 19:00:00+00:00,110.36,110.6,110.27,110.54,1247763.0
2016-06-21 20:00:00+00:00,110.25,110.39,110.25,110.39,1046412.0
2016-06-21 23:00:00+00:00,110.25,110.25,110.25,110.25,163.0
2016-06-22 11:00:00+00:00,110.25,110.25,110.25,110.25,200.0
2016-06-22 12:00:00+00:00,110.25,110.39,110.21,110.34,8713.0
2016-06-22 13:00:00+00:00,110.28,110.39,110.16,110.28,342223.0
2016-06-22 14:00:00+00:00,110.2,110.28,110.11,110.28,1210168.0
2016-06-22 15:00:00+00:00,110.3,110.43,110.1,110.2,672433.0
2016-06-22 16:00:00+00:00,110.33,110.4,110.25,110.31,328714.0
2016-06-22 17:00:00+00:00,110.6,110.71,110.31,110.32,1182754.0
2016-06-22 18:00:00+00:00,110.54,110.68,110.52,110.61,308604.0
2016-06-22 19:00:00+00:00,110.49,110.66,110.45,110.54,1169708.0
2016-06-22 20:00:00+00:00,110.45,110.6,110.45,110.47,868947.0
2016-06-22 21:00:00+00:00,110.49,110.49,110.39,110.39,400.0
2016-06-22 22:00:00+00:00,110.39,110.39,110.35,110.39,652.0
2016-06-23 09:00:00+00:00,109.8,109.99,109.8,109.99,447.0
2016-06-23 10:00:00+00:00,109.44,109.63,109.33,109.58,2300.0
2016-06-23 11:00:00+00:00,109.48,109.96,109.48,109.96,10917.0
2016-06-23 12:00:00+00:00,109.31,109.62,109.27,109.62,49382.0
2016-06-23 13:00:00+00:00,109.78,109.9,109.42,109.42,780480.0
2016-06-23 14:00:00+00:00,109.95,110.16,109.63,109.79,2112009.0
2016-06-23 15:00:00+00:00,109.51,109.95,109.41,109.95,1236790.0
2016-06-23 16:00:00+00:00,109.54,109.69,109.46,109.52,606853.0
2016-06-23 17:00:00+00:00,109.4,109.54,109.37,109.53,487297.0
2016-06-23 18:00:00+00:00,109.32,109.52,109.32,109.4,629780.0
2016-06-23 19:00:00+00:00,109.39,109.4,109.13,109.31,1820421.0
2016-06-23 20:00:00+00:00,109.87,109.87,109.11,109.2,1326646.0
2016-06-23 21:00:00+00:00,109.22,109.53,109.22,109.22,2409.0
2016-06-23 22:00:00+00:00,109.56,109.56,109.1,109.1,3380.0
2016-06-23 23:00:00+00:00,109.06,109.7,109.06,109.7,3933.0
2016-06-24 08:00:00+00:00,112.78,113.5,112.3,113.5,48247.0
2016-06-24 09:00:00+00:00,112.94,112.97,112.37,112.78,55883.0
2016-06-24 10:00:00+00:00,113.48,113.48,112.58,112.74,131246.0
2016-06-24 11:00:00+00:00,113.03,113.64,112.54,113.34,187556.0
2016-06-24 12:00:00+00:00,112.53,113.2,112.53,112.99,170237.0
2016-06-24 13:00:00+00:00,112.07,113.06,111.85,112.67,2493392.0
2016-06-24 14:00:00+00:00,112.28,112.28,111.79,112.08,2508279.0
2016-06-24 15:00:00+00:00,112.45,112.49,112.14,112.29,2119622.0
2016-06-24 16:00:00+00:00,112.29,112.67,112.29,112.46,1171377.0
2016-06-24 17:00:00+00:00,111.96,112.34,111.95,112.29,1166113.0
2016-06-24 18:00:00+00:00,112.05,112.31,111.87,111.96,1973920.0
2016-06-24 19:00:00+00:00,112.15,112.2,111.85,112.06,3046511.0
2016-06-24 20:00:00+00:00,112.29,112.35,112.07,112.07,3109581.0
2016-06-24 21:00:00+00:00,112.36,112.39,112.36,112.39,3803.0
2016-06-27 08:00:00+00:00,114.29,114.29,113.41,113.41,2948.0
2016-06-27 09:00:00+00:00,114.57,114.62,114.28,114.62,1400.0
2016-06-27 10:00:00+00:00,114.32,114.68,114.14,114.57,43900.0
2016-06-27 11:00:00+00:00,114.82,114.83,114.31,114.42,53476.0
2016-06-27 12:00:00+00:00,114.64,114.82,114.43,114.79,153897.0
2016-06-27 13:00:00+00:00,114.64,114.77,114.35,114.66,1981390.0
2016-06-27 14:00:00+00:00,114.97,115.01,114.55,114.63,2050130.0
